code_iso;ACodetxt;AName;AREA_HA;X_CNTR;Y_CNTR;E_CNTR;N_CNTR;GMDNR;GMDNAME;ACAT
CH;351;Bern;929;592300;200400;2592300;1200400;663;Frauenkappelen;4
CH;T_6621;Genève (CH);994;494600;120600;2494600;1120600;6630;Meyrin;2
CH;T_6621;Genève (CH);281;496500;115500;2496500;1115500;6631;Onex;2
CH;T_6621;Genève (CH);254;495800;112600;2495800;1112600;6632;Perly-Certoux;4
CH;T_6621;Genève (CH);585;498000;113900;2498000;1113900;6633;Plan-les-Ouates;2
CH;T_6621;Genève (CH);324;500100;122000;2500100;1122000;6634;Pregny-Chambésy;4
CH;T_6621;Genève (CH);471;509000;119200;2509000;1119200;6635;Presinge;4
CH;T_6621;Genève (CH);267;506800;118300;2506800;1118300;6636;Puplinge;2
CH;T_6621;Genève (CH);491;490000;116100;2490000;1116100;6637;Russin;4
CH;T_6621;Genève (CH);1892;491500;119100;2491500;1119100;6638;Satigny;4
CH;T_6621;Genève (CH);294;492200;111300;2492200;1111300;6639;Soral;4
CH;T_6621;Genève (CH);382;504200;116000;2504200;1116000;6640;Thônex;2
CH;T_6621;Genève (CH);343;500400;113000;2500400;1113000;6641;Troinex;2
CH;T_6621;Genève (CH);442;504600;119600;2504600;1119600;6642;Vandoeuvres;2
CH;T_6621;Genève (CH);769;495700;119100;2495700;1119100;6643;Vernier;2
CH;T_6621;Genève (CH);1050;501500;126500;2501500;1126500;6644;Versoix;3
CH;T_6621;Genève (CH);650;503200;113600;2503200;1113600;6645;Veyrier;2
CH;351;Bern;477;583900;195600;2583900;1195600;666;Kriechenwil;4
CH;351;Bern;414;584800;194600;2584800;1194600;667;Laupen;4
CH;351;Bern;2626;586600;200400;2586600;1200400;668;Mühleberg;4
CH;92275;Murten;248;576200;195800;2576200;1195800;669;Münchenwiler;6
CH;261;Zürich;1068;682600;274100;2682600;1274100;67;Rafz;4
CH;351;Bern;2183;589700;193800;2589700;1193800;670;Neuenegg;4
CH;T_6711;Delémont (CH);1235;583100;244300;2583100;1244300;6702;Boécourt;4
CH;T_6711;Delémont (CH);531;592800;241800;2592800;1241800;6704;Châtillon (JU);4
CH;T_6711;Delémont (CH);639;601300;244200;2601300;1244200;6706;Courchapoix;4
CH;T_6711;Delémont (CH);2155;595100;243100;2595100;1243100;6708;Courrendlin;4
CH;T_6711;Delémont (CH);1974;595200;245600;2595200;1245600;6709;Courroux;2
CH;T_6711;Delémont (CH);1356;590900;243300;2590900;1243300;6710;Courtételle;4
CH;T_6711;Delémont (CH);2197;593000;245900;2593000;1245900;6711;Delémont;1
CH;T_6711;Delémont (CH);1247;589100;245000;2589100;1245000;6712;Develier;4
CH;T_6711;Delémont (CH);974;604800;243600;2604800;1243600;6715;Mervelier;4
CH;T_6711;Delémont (CH);234;591200;249700;2591200;1249700;6716;Mettembert;4
CH;T_6711;Delémont (CH);1784;588800;250700;2588800;1250700;6719;Pleigne;4
CH;T_6711;Delémont (CH);189;592700;243900;2592700;1243900;6721;Rossemaison;2
CH;T_6711;Delémont (CH);750;594800;249100;2594800;1249100;6724;Soyhières;4
CH;T_6711;Delémont (CH);4669;598200;244200;2598200;1244200;6730;Val Terbi;4
CH;96800;Porrentruy;1999;573000;250300;2573000;1250300;6790;Fontenais;6
CH;261;Zürich;444;685700;264800;2685700;1264800;68;Rorbas;3
CH;96800;Porrentruy;1476;572800;251800;2572800;1251800;6800;Porrentruy;6
CH;261;Zürich;642;687200;252200;2687200;1252200;69;Wallisellen;2
CH;1711;Zug;647;677500;230900;2677500;1230900;7;Knonau;4
CH;261;Zürich;396;677800;271600;2677800;1271600;70;Wasterkingen;4
CH;261;Zürich;894;680400;273300;2680400;1273300;71;Wil (ZH);4
CH;261;Zürich;811;684200;260800;2684200;1260800;72;Winkel;3
CH;371;Biel/Bienne;216;588600;219000;2588600;1219000;731;Aegerten;2
CH;371;Biel/Bienne;379;585300;217200;2585300;1217200;732;Bellmund;2
CH;371;Biel/Bienne;500;588200;219200;2588200;1219200;733;Brügg;2
CH;371;Biel/Bienne;458;586600;216300;2586600;1216300;738;Jens;4
CH;371;Biel/Bienne;190;584500;218400;2584500;1218400;739;Ipsach;2
CH;371;Biel/Bienne;179;577100;214900;2577100;1214900;740;Ligerz;4
CH;371;Biel/Bienne;230;585800;215100;2585800;1215100;741;Merzligen;4
CH;371;Biel/Bienne;216;582900;214900;2582900;1214900;742;Mörigen;4
CH;371;Biel/Bienne;152;584900;219300;2584900;1219300;743;Nidau;2
CH;371;Biel/Bienne;397;590000;220900;2590000;1220900;744;Orpund;4
CH;371;Biel/Bienne;246;586100;218400;2586100;1218400;745;Port;2
CH;371;Biel/Bienne;562;591300;222100;2591300;1222100;746;Safnern;4
CH;371;Biel/Bienne;211;590800;220300;2590800;1220300;747;Scheuren;4
CH;371;Biel/Bienne;415;590000;219800;2590000;1219800;748;Schwadernau;2
CH;371;Biel/Bienne;273;589300;218400;2589300;1218400;749;Studen (BE);2
CH;371;Biel/Bienne;357;583300;216800;2583300;1216800;750;Sutz-Lattrigen;4
CH;371;Biel/Bienne;276;588700;216300;2588700;1216300;755;Worben;2
CH;371;Biel/Bienne;1233;578600;215900;2578600;1215900;756;Twann-Tüscherz;4
CH;90768;Spiez;1670;618600;170600;2618600;1170600;768;Spiez;6
CH;942;Thun;1422;608900;174000;2608900;1174000;770;Stocken-Höfen;4
CH;261;Zürich;469;674800;232000;2674800;1232000;8;Maschwanden;4
CH;261;Zürich;913;675400;264300;2675400;1264300;81;Bachs;4
CH;261;Zürich;396;672600;258200;2672600;1258200;82;Boppelsen;4
CH;261;Zürich;584;675400;256800;2675400;1256800;83;Buchs (ZH);4
CH;261;Zürich;451;675400;254800;2675400;1254800;84;Dällikon;4
CH;261;Zürich;287;672900;255400;2672900;1255400;85;Dänikon;4
CH;351;Bern;4480;592600;185200;2592600;1185200;855;Schwarzenburg;4
CH;261;Zürich;587;676500;259600;2676500;1259600;86;Dielsdorf;4
CH;351;Bern;2326;604700;193300;2604700;1193300;861;Belp;4
CH;351;Bern;781;608200;187600;2608200;1187600;866;Gerzensee;4
CH;351;Bern;131;610000;185100;2610000;1185100;868;Jaberg;4
CH;351;Bern;206;604600;187500;2604600;1187500;869;Kaufdorf;4
CH;261;Zürich;159;671500;255400;2671500;1255400;87;Hüttikon;4
CH;351;Bern;444;602500;195400;2602500;1195400;870;Kehrsatz;2
CH;351;Bern;1462;608500;185500;2608500;1185500;872;Kirchdorf (BE);4
CH;351;Bern;123;604900;185900;2604900;1185900;873;Kirchenthurnen;4
CH;351;Bern;293;605300;184700;2605300;1184700;876;Mühlethurnen;4
CH;351;Bern;726;602100;190000;2602100;1190000;877;Niedermuhlern;4
CH;261;Zürich;604;678000;263000;2678000;1263000;88;Neerach;4
CH;351;Bern;466;604500;186600;2604500;1186600;881;Rümligen;4
CH;351;Bern;488;604000;189800;2604000;1189800;884;Toffen;4
CH;351;Bern;381;610400;182600;2610400;1182600;885;Uttigen;4
CH;351;Bern;1330;602500;192300;2602500;1192300;888;Wald (BE);4
CH;261;Zürich;360;680300;260600;2680300;1260600;89;Niederglatt;3
CH;261;Zürich;1303;677600;233000;2677600;1233000;9;Mettmenstetten;4
CH;261;Zürich;1130;678900;259500;2678900;1259500;90;Niederhasli;3
CH;261;Zürich;685;670700;262000;2670700;1262000;91;Niederweningen;4
CH;261;Zürich;825;681500;259000;2681500;1259000;92;Oberglatt;3
CH;942;Thun;471;610900;175100;2610900;1175100;921;Amsoldingen;4
CH;942;Thun;668;616500;182500;2616500;1182500;925;Fahrni;4
CH;942;Thun;555;619000;177600;2619000;1177600;927;Heiligenschwendi;4
CH;942;Thun;544;612800;182500;2612800;1182500;928;Heimberg;2
CH;942;Thun;281;616000;177200;2616000;1177200;929;Hilterfingen;2
CH;261;Zürich;494;672900;261700;2672900;1261700;93;Oberweningen;4
CH;942;Thun;651;618800;180500;2618800;1180500;931;Homberg;4
CH;942;Thun;2040;624000;181100;2624000;1181100;932;Horrenbach-Buchen;4
CH;942;Thun;271;617600;175500;2617600;1175500;934;Oberhofen am Thunersee;2
CH;942;Thun;149;617000;180000;2617000;1180000;937;Schwendibach;4
CH;942;Thun;1332;615000;180700;2615000;1180700;939;Steffisburg;2
CH;261;Zürich;715;671500;257200;2671500;1257200;94;Otelfingen;4
CH;942;Thun;753;610200;177900;2610200;1177900;941;Thierachern;2
CH;942;Thun;2157;614200;178400;2614200;1178400;942;Thun;1
CH;942;Thun;680;620000;182800;2620000;1182800;945;Unterlangenegg;4
CH;942;Thun;246;613600;173000;2613600;1173000;947;Zwieselberg;4
CH;261;Zürich;237;675400;259600;2675400;1259600;95;Regensberg;4
CH;261;Zürich;1462;677500;253800;2677500;1253800;96;Regensdorf;3
CH;261;Zürich;1241;682400;256200;2682400;1256200;97;Rümlang;4
CH;261;Zürich;568;672100;261200;2672100;1261200;98;Schleinikon;4
CH;92407;Oensingen;1731;619500;235100;2619500;1235100;981;Niederbipp;6
CH;261;Zürich;401;673700;261500;2673700;1261500;99;Schöfflisdorf;4
AT;T_3251;Rheintal (AT/CH);2114;781300;258900;2781300;1258900;AT_80201;Alberschwende;4
AT;T_3251;Rheintal (AT/CH);914;777300;259200;2777300;1259200;AT_80205;Bildstein;2
AT;T_3251;Rheintal (AT/CH);1590;774400;263200;2774400;1263200;AT_80207;Bregenz;2
AT;T_3251;Rheintal (AT/CH);614;779000;261700;2779000;1261700;AT_80208;Buch;4
AT;T_3251;Rheintal (AT/CH);1419;783500;263200;2783500;1263200;AT_80210;Doren;4
AT;T_3251;Rheintal (AT/CH);1159;777400;267600;2777400;1267600;AT_80212;Eichenberg;4
AT;T_3251;Rheintal (AT/CH);684;767000;261000;2767000;1261000;AT_80213;Fußach;2
AT;T_3251;Rheintal (AT/CH);406;761900;261000;2761900;1261000;AT_80214;Gaißau;4
AT;T_3251;Rheintal (AT/CH);1064;769300;261800;2769300;1261800;AT_80215;Hard;2
AT;T_3251;Rheintal (AT/CH);1393;765000;260500;2765000;1260500;AT_80217;Höchst;2
AT;T_3251;Rheintal (AT/CH);876;774400;269400;2774400;1269400;AT_80218;Hörbranz;4
AT;T_3251;Rheintal (AT/CH);842;776300;272700;2776300;1272700;AT_80219;Hohenweiler;4
AT;T_3251;Rheintal (AT/CH);322;775300;261700;2775300;1261700;AT_80220;Kennelbach;2
AT;T_3251;Rheintal (AT/CH);871;786700;262300;2786700;1262300;AT_80221;Krumbach;4
AT;T_3251;Rheintal (AT/CH);2186;780300;265600;2780300;1265600;AT_80222;Langen bei Bregenz;4
AT;T_3251;Rheintal (AT/CH);1047;785100;260300;2785100;1260300;AT_80223;Langenegg;4
AT;T_3251;Rheintal (AT/CH);1191;771400;259900;2771400;1259900;AT_80224;Lauterach;2
AT;T_3251;Rheintal (AT/CH);688;786900;258600;2786900;1258600;AT_80225;Lingenau;4
AT;T_3251;Rheintal (AT/CH);1059;775300;265900;2775300;1265900;AT_80226;Lochau;4
AT;T_3251;Rheintal (AT/CH);1142;778000;270900;2778000;1270900;AT_80229;Möggers;4
AT;T_3251;Rheintal (AT/CH);491;775200;257800;2775200;1257800;AT_80235;Schwarzach;2
AT;T_3251;Rheintal (AT/CH);2305;786200;266600;2786200;1266600;AT_80238;Sulzberg;4
AT;T_3251;Rheintal (AT/CH);1000;774100;259600;2774100;1259600;AT_80240;Wolfurt;2
AT;T_3251;Rheintal (AT/CH);12092;776000;249700;2776000;1249700;AT_80301;Dornbirn;1
AT;T_3251;Rheintal (AT/CH);2922;771100;248700;2771100;1248700;AT_80302;Hohenems;2
AT;T_3251;Rheintal (AT/CH);2229;768500;255100;2768500;1255100;AT_80303;Lustenau;1
AT;T_3251;Rheintal (AT/CH);535;766700;247400;2766700;1247400;AT_80401;Altach;2
AT;T_3251;Rheintal (AT/CH);345;772000;232900;2772000;1232900;AT_80402;Düns;4
AT;T_3251;Rheintal (AT/CH);3435;762000;235900;2762000;1235900;AT_80404;Feldkirch;1
AT;T_3251;Rheintal (AT/CH);3080;767900;230900;2767900;1230900;AT_80405;Frastanz;4
AT;T_3251;Rheintal (AT/CH);887;770700;243900;2770700;1243900;AT_80406;Fraxern;4
AT;T_3251;Rheintal (AT/CH);905;766000;234300;2766000;1234300;AT_80407;Göfis;4
AT;T_3251;Rheintal (AT/CH);1463;767900;245200;2767900;1245200;AT_80408;Götzis;2
AT;T_3251;Rheintal (AT/CH);525;766700;242600;2766700;1242600;AT_80409;Klaus;2
AT;T_3251;Rheintal (AT/CH);1024;764100;243700;2764100;1243700;AT_80410;Koblach;2
AT;T_3251;Rheintal (AT/CH);4378;776100;237600;2776100;1237600;AT_80411;Laterns;4
AT;T_3251;Rheintal (AT/CH);324;764600;246800;2764600;1246800;AT_80412;Mäder;2
AT;T_3251;Rheintal (AT/CH);538;761800;241000;2761800;1241000;AT_80413;Meiningen;4
AT;T_3251;Rheintal (AT/CH);2187;765600;238400;2765600;1238400;AT_80414;Rankweil;2
AT;T_3251;Rheintal (AT/CH);273;767300;240400;2767300;1240400;AT_80416;Röthis;2
AT;T_3251;Rheintal (AT/CH);1271;769200;233400;2769200;1233400;AT_80417;Satteins;4
AT;T_3251;Rheintal (AT/CH);301;766500;240100;2766500;1240100;AT_80420;Sulz;2
AT;T_3251;Rheintal (AT/CH);577;770200;235800;2770200;1235800;AT_80421;Übersaxen;4
AT;T_3251;Rheintal (AT/CH);1251;772500;242200;2772500;1242200;AT_80422;Viktorsberg;4
AT;T_3251;Rheintal (AT/CH);308;767500;241600;2767500;1241600;AT_80423;Weiler;2
AT;T_3251;Rheintal (AT/CH);2263;771700;239700;2771700;1239700;AT_80424;Zwischenwasser;2
DE;T_4671;Konstanz – Kreuzlingen (DE/CH);2674;722700;288600;2722700;1288600;DE_08335002;Allensbach;4
DE;T_2939;Schaffhausen (CH/DE);762;693800;284200;2693800;1284200;DE_08335015;Büsingen am Hochrhein;4
DE;T_4671;Konstanz – Kreuzlingen (DE/CH);5310;731800;285400;2731800;1285400;DE_08335043;Konstanz, Universitätsstadt;1
DE;T_4671;Konstanz – Kreuzlingen (DE/CH);449;727900;288000;2727900;1288000;DE_08335066;Reichenau;4
DE;T_2701;Basel (CH/DE/FR);1703;609400;285600;2609400;1285600;DE_08336006;Bad Bellingen;4
DE;T_2701;Basel (CH/DE/FR);567;613600;276000;2613600;1276000;DE_08336008;Binzen;4
DE;T_2701;Basel (CH/DE/FR);4366;609600;280100;2609600;1280100;DE_08336014;Efringen-Kirchen;4
DE;T_2701;Basel (CH/DE/FR);354;611700;275800;2611700;1275800;DE_08336019;Eimeldingen;4
DE;T_2701;Basel (CH/DE/FR);185;612200;277700;2612200;1277700;DE_08336024;Fischingen;4
DE;T_2701;Basel (CH/DE/FR);1170;634200;279300;2634200;1279300;DE_08336034;Hasel;4
DE;T_2701;Basel (CH/DE/FR);466;629400;281600;2629400;1281600;DE_08336036;Hausen im Wiesental;4
DE;T_2701;Basel (CH/DE/FR);947;619700;270900;2619700;1270900;DE_08336043;Inzlingen;2
DE;T_2701;Basel (CH/DE/FR);6218;616100;283700;2616100;1283700;DE_08336045;Kandern;4
DE;T_2701;Basel (CH/DE/FR);3961;618400;275300;2618400;1275300;DE_08336050;Lörrach;2
DE;T_2701;Basel (CH/DE/FR);975;625500;277000;2625500;1277000;DE_08336057;Maulburg;3
DE;T_2701;Basel (CH/DE/FR);6261;624800;270600;2624800;1270600;DE_08336069;Rheinfelden (Baden);3
DE;T_2701;Basel (CH/DE/FR);450;615900;277300;2615900;1277300;DE_08336073;Rümmingen;4
DE;T_2701;Basel (CH/DE/FR);396;614000;278500;2614000;1278500;DE_08336075;Schallbach;4
DE;T_2701;Basel (CH/DE/FR);6865;632500;280300;2632500;1280300;DE_08336081;Schopfheim;3
DE;T_2701;Basel (CH/DE/FR);2011;631900;273000;2631900;1273000;DE_08336082;Schwörstadt;4
DE;T_2701;Basel (CH/DE/FR);4664;622800;280500;2622800;1280500;DE_08336084;Steinen;3
DE;T_2701;Basel (CH/DE/FR);1947;612900;272800;2612900;1272800;DE_08336091;Weil am Rhein;2
DE;T_2701;Basel (CH/DE/FR);372;619000;280400;2619000;1280400;DE_08336100;Wittlingen;4
DE;T_2701;Basel (CH/DE/FR);3401;638500;287400;2638500;1287400;DE_08336103;Zell im Wiesental;4
DE;T_2701;Basel (CH/DE/FR);2481;621000;289300;2621000;1289300;DE_08336104;Malsburg-Marzell;4
DE;T_2701;Basel (CH/DE/FR);1737;618400;266800;2618400;1266800;DE_08336105;Grenzach-Wyhlen;4
DE;T_2701;Basel (CH/DE/FR);2517;636500;287700;2636500;1287700;DE_08336106;Häg-Ehrsberg;4
DE;T_2701;Basel (CH/DE/FR);7795;626600;289100;2626600;1289100;DE_08336107;Kleines Wiesental;4
DE;T_4260;Bad Säckingen – Stein (AG) (DE/CH);2552;638900;268700;2638900;1268700;DE_08337096;Bad Säckingen;1
FR;T_6621;Genève (CH/FR);645;495200;130300;2495200;1130300;FR_01071;Cessy;3
FR;T_6621;Genève (CH/FR);882;486700;115000;2486700;1115000;FR_01078;Challex;4
FR;T_6621;Genève (CH/FR);580;492700;126600;2492700;1126600;FR_01103;Chevry;4
FR;T_6621;Genève (CH/FR);1631;481100;111200;2481100;1111200;FR_01109;Collonges;4
FR;T_6621;Genève (CH/FR);2730;488700;127700;2488700;1127700;FR_01135;Crozet;4
FR;T_6621;Genève (CH/FR);3374;498200;136800;2498200;1136800;FR_01143;Divonne-les-Bains;4
FR;T_6621;Genève (CH/FR);1653;490600;130400;2490600;1130400;FR_01153;Échenevex;4
FR;T_6621;Genève (CH/FR);1424;481100;113900;2481100;1113900;FR_01158;Farges;4
FR;T_6621;Genève (CH/FR);478;497300;123000;2497300;1123000;FR_01160;Ferney-Voltaire;3
FR;T_6621;Genève (CH/FR);3187;492800;133800;2492800;1133800;FR_01173;Gex;3
FR;T_6621;Genève (CH/FR);750;497900;132000;2497900;1132000;FR_01180;Grilly;4
FR;T_6621;Genève (CH/FR);1143;479200;107500;2479200;1107500;FR_01209;Léaz;4
FR;T_6621;Genève (CH/FR);2192;489900;135500;2489900;1135500;FR_01247;Mijoux;4
FR;T_6621;Genève (CH/FR);569;496300;125900;2496300;1125900;FR_01281;Ornex;4
FR;T_6621;Genève (CH/FR);2606;482700;116700;2482700;1116700;FR_01288;Péron;4
FR;T_6621;Genève (CH/FR);767;485000;111400;2485000;1111400;FR_01308;Pougny;4
FR;T_6621;Genève (CH/FR);1206;494600;123800;2494600;1123800;FR_01313;Prévessin-Moëns;3
FR;T_6621;Genève (CH/FR);986;491800;123400;2491800;1123400;FR_01354;Saint-Genis-Pouilly;4
FR;T_6621;Genève (CH/FR);1222;484400;119500;2484400;1119500;FR_01360;Saint-Jean-de-Gonville;4
FR;T_6621;Genève (CH/FR);182;497600;129800;2497600;1129800;FR_01397;Sauverny;4
FR;T_6621;Genève (CH/FR);327;494800;127800;2494800;1127800;FR_01399;Ségny;4
FR;T_6621;Genève (CH/FR);976;488200;124500;2488200;1124500;FR_01401;Sergy;4
FR;T_6621;Genève (CH/FR);2893;486300;122400;2486300;1122400;FR_01419;Thoiry;4
FR;T_6621;Genève (CH/FR);585;496900;128500;2496900;1128500;FR_01435;Versonnex;4
FR;T_6621;Genève (CH/FR);1077;495700;135300;2495700;1135300;FR_01436;Vesancy;4
FR;T_6421;La Chaux-de-Fonds – Le Locle (CH/FR);494;542900;217700;2542900;1217700;FR_25148;La Chenalotte;4
FR;T_6421;La Chaux-de-Fonds – Le Locle (CH/FR);3035;543100;213500;2543100;1213500;FR_25321;Villers-le-Lac;4
FR;T_2701;Basel (CH/DE/FR);514;602200;268500;2602200;1268500;FR_68013;Attenschwiller;4
FR;T_2701;Basel (CH/DE/FR);1302;603700;276200;2603700;1276200;FR_68021;Bartenheim;4
FR;T_2701;Basel (CH/DE/FR);738;587900;259200;2587900;1259200;FR_68025;Bendorf;4
FR;T_2701;Basel (CH/DE/FR);611;596100;270000;2596100;1270000;FR_68027;Berentzwiller;4
FR;T_2701;Basel (CH/DE/FR);420;598700;262300;2598700;1262300;FR_68034;Bettlach;4
FR;T_2701;Basel (CH/DE/FR);412;599800;257800;2599800;1257800;FR_68035;Biederthal;4
FR;T_2701;Basel (CH/DE/FR);1506;604200;272600;2604200;1272600;FR_68042;Blotzheim;4
FR;T_2701;Basel (CH/DE/FR);637;592600;261400;2592600;1261400;FR_68049;Bouxwiller;4
FR;T_2701;Basel (CH/DE/FR);342;601400;274500;2601400;1274500;FR_68054;Brinckheim;4
FR;T_2701;Basel (CH/DE/FR);412;604400;267300;2604400;1267300;FR_68061;Buschwiller;2
FR;T_2701;Basel (CH/DE/FR);573;592400;263900;2592400;1263900;FR_68075;Durmenach;4
FR;T_2701;Basel (CH/DE/FR);247;588800;275200;2588800;1275200;FR_68080;Emlingen;4
FR;T_2701;Basel (CH/DE/FR);506;586300;264800;2586300;1264800;FR_68087;Feldbach;4
FR;T_2701;Basel (CH/DE/FR);194;590700;260300;2590700;1260300;FR_68090;Ferrette;4
FR;T_2701;Basel (CH/DE/FR);745;595700;262500;2595700;1262500;FR_68092;Fislis;4
FR;T_2701;Basel (CH/DE/FR);687;600200;265300;2600200;1265300;FR_68094;Folgensbourg;4
FR;T_2701;Basel (CH/DE/FR);628;593500;271600;2593500;1271600;FR_68096;Franken;4
FR;T_2701;Basel (CH/DE/FR);609;601400;281000;2601400;1281000;FR_68103;Geispitzen;4
FR;T_2701;Basel (CH/DE/FR);647;603100;264300;2603100;1264300;FR_68120;Hagenthal-le-Bas;4
FR;T_2701;Basel (CH/DE/FR);502;601200;263100;2601200;1263100;FR_68121;Hagenthal-le-Haut;4
FR;T_2701;Basel (CH/DE/FR);583;590700;272500;2590700;1272500;FR_68124;Hausgauen;4
FR;T_2701;Basel (CH/DE/FR);703;606500;267800;2606500;1267800;FR_68126;Hégenheim;2
FR;T_2701;Basel (CH/DE/FR);204;591300;274700;2591300;1274700;FR_68131;Heiwiller;4
FR;T_2701;Basel (CH/DE/FR);637;598100;272600;2598100;1272600;FR_68132;Helfrantzkirch;4
FR;T_2701;Basel (CH/DE/FR);907;605900;269900;2605900;1269900;FR_68135;Hésingue;2
FR;T_2701;Basel (CH/DE/FR);406;592300;272000;2592300;1272000;FR_68148;Hundsbach;4
FR;T_2701;Basel (CH/DE/FR);288;610700;270800;2610700;1270800;FR_68149;Huningue;2
FR;T_2701;Basel (CH/DE/FR);636;595400;271600;2595400;1271600;FR_68158;Jettingen;4
FR;T_2701;Basel (CH/DE/FR);518;600200;273600;2600200;1273600;FR_68160;Kappelen;4
FR;T_2701;Basel (CH/DE/FR);1640;604600;281000;2604600;1281000;FR_68163;Kembs;4
FR;T_2701;Basel (CH/DE/FR);479;597200;268000;2597200;1268000;FR_68168;Knoeringue;4
FR;T_2701;Basel (CH/DE/FR);816;587400;262400;2587400;1262400;FR_68169;Koestlach;4
FR;T_2701;Basel (CH/DE/FR);521;596500;277500;2596500;1277500;FR_68170;Koetzingue;4
FR;T_2701;Basel (CH/DE/FR);1168;603400;261000;2603400;1261000;FR_68182;Leymen;4
FR;T_2701;Basel (CH/DE/FR);390;600800;261100;2600800;1261100;FR_68183;Liebenswiller;4
FR;T_2701;Basel (CH/DE/FR);1004;589600;257200;2589600;1257200;FR_68186;Ligsdorf;4
FR;T_2701;Basel (CH/DE/FR);342;597500;262700;2597500;1262700;FR_68187;Linsdorf;4
FR;T_6711;Delémont (CH/FR);1038;587700;254100;2587700;1254100;FR_68190;Lucelle;4
FR;T_2701;Basel (CH/DE/FR);862;594900;256300;2594900;1256300;FR_68194;Lutter;4
FR;T_2701;Basel (CH/DE/FR);336;598000;276500;2598000;1276500;FR_68197;Magstatt-le-Bas;4
FR;T_2701;Basel (CH/DE/FR);390;596600;275100;2596600;1275100;FR_68198;Magstatt-le-Haut;4
FR;T_2701;Basel (CH/DE/FR);501;602000;271400;2602000;1271400;FR_68207;Michelbach-le-Bas;4
FR;T_2701;Basel (CH/DE/FR);742;599900;268000;2599900;1268000;FR_68208;Michelbach-le-Haut;4
FR;T_2701;Basel (CH/DE/FR);1140;595000;266500;2595000;1266500;FR_68221;Muespach;4
FR;T_2701;Basel (CH/DE/FR);690;597700;265500;2597700;1265500;FR_68222;Muespach-le-Haut;4
FR;T_2701;Basel (CH/DE/FR);386;605600;263700;2605600;1263700;FR_68232;Neuwiller;4
FR;T_2701;Basel (CH/DE/FR);876;604400;284900;2604400;1284900;FR_68238;Niffer;4
FR;T_2701;Basel (CH/DE/FR);1194;589500;268100;2589500;1268100;FR_68240;Illtal;4
FR;T_2701;Basel (CH/DE/FR);1334;597000;259800;2597000;1259800;FR_68248;Oltingue;4
FR;T_2701;Basel (CH/DE/FR);1748;605200;287100;2605200;1287100;FR_68254;Petit-Landau;4
FR;T_2701;Basel (CH/DE/FR);733;593500;257700;2593500;1257700;FR_68259;Raedersdorf;4
FR;T_2701;Basel (CH/DE/FR);452;600500;270700;2600500;1270700;FR_68263;Ranspach-le-Bas;4
FR;T_2701;Basel (CH/DE/FR);447;598500;269900;2598500;1269900;FR_68264;Ranspach-le-Haut;4
FR;T_2701;Basel (CH/DE/FR);529;594900;277600;2594900;1277600;FR_68265;Rantzwiller;4
FR;T_2701;Basel (CH/DE/FR);762;588700;265000;2588700;1265000;FR_68273;Riespach;4
FR;T_2701;Basel (CH/DE/FR);406;591700;265200;2591700;1265200;FR_68284;Roppentzwiller;4
FR;T_2701;Basel (CH/DE/FR);633;607700;276400;2607700;1276400;FR_68286;Rosenau;4
FR;T_2701;Basel (CH/DE/FR);1706;607600;272400;2607600;1272400;FR_68297;Saint-Louis;2
FR;T_2701;Basel (CH/DE/FR);1322;602100;279000;2602100;1279000;FR_68309;Sierentz;4
FR;T_2701;Basel (CH/DE/FR);849;592000;258400;2592000;1258400;FR_68312;Sondersdorf;4
FR;T_2701;Basel (CH/DE/FR);405;593000;267500;2593000;1267500;FR_68325;Steinsoultz;4
FR;T_2701;Basel (CH/DE/FR);437;598500;274800;2598500;1274800;FR_68327;Stetten;4
FR;T_2701;Basel (CH/DE/FR);251;589600;274400;2589600;1274400;FR_68333;Tagsdorf;4
FR;T_2701;Basel (CH/DE/FR);433;599900;277000;2599900;1277000;FR_68341;Uffheim;4
FR;T_2701;Basel (CH/DE/FR);668;589900;262000;2589900;1262000;FR_68347;Vieux-Ferrette;4
FR;T_2701;Basel (CH/DE/FR);680;609700;273200;2609700;1273200;FR_68349;Village-Neuf;2
FR;T_2701;Basel (CH/DE/FR);626;593000;275400;2593000;1275400;FR_68353;Wahlbach;4
FR;T_2701;Basel (CH/DE/FR);413;590800;266300;2590800;1266300;FR_68355;Waldighofen;4
FR;T_2701;Basel (CH/DE/FR);236;598800;278200;2598800;1278200;FR_68357;Waltenheim;4
FR;T_2701;Basel (CH/DE/FR);476;602600;266300;2602600;1266300;FR_68362;Wentzwiller;4
FR;T_2701;Basel (CH/DE/FR);454;594200;263200;2594200;1263200;FR_68363;Werentzhouse;4
FR;T_2701;Basel (CH/DE/FR);1021;597600;256200;2597600;1256200;FR_68380;Wolschwiller;4
FR;T_2701;Basel (CH/DE/FR);513;595000;274300;2595000;1274300;FR_68382;Zaessingue;4
FR;T_6621;Genève (CH/FR);123;506200;116700;2506200;1116700;FR_74008;Ambilly;2
FR;T_6621;Genève (CH/FR);611;494100;103000;2494100;1103000;FR_74009;Andilly;4
FR;T_6621;Genève (CH/FR);494;507700;116200;2507700;1116200;FR_74012;Annemasse;2
FR;T_6621;Genève (CH/FR);1221;504700;104600;2504700;1104600;FR_74015;Arbusigny;4
FR;T_6621;Genève (CH/FR);1072;499500;108600;2499500;1108600;FR_74016;Archamps;4
